Country,State,city,place,lastupdate,Avg,Max,Min
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00,3,5,2
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00,36,80,8
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00,47,108,33
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00,34,63,1
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,108,335,1
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,74,123,6
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,66,102,24
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,5,9,2
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,12,34,3
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,78,133,29
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00,62,127,1
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,276,436,78
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,214,405,71
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,55,139,1
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,NA,NA,NA
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,13,16,9
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,37,117,4
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00,39,77,7
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,253,379,82
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,176,391,105
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,66,100,38
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,7,9,5
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,18,33,1
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,77,150,28
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00,45,96,2
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00,238,418,45
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00,204,428,103
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00,53,76,42
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00,19,45,1
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00,42,120,4
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00,67,109,60
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,187,352,53
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,156,297,50
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,48,68,32
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,7,14,3
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,14,32,8
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,37,102,2
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00,27,49,5
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,98,300,37
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,111,194,68
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,44,84,25
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,8,9,5
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,10,20,3
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,52,130,27
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00,45,90,4
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,161,349,58
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,193,429,89
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,25,37,15
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,6,12,3
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,16,28,7
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,56,159,26
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00,49,129,1
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-12-2018 03:00,77,202,3
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-12-2018 03:00,31,56,23
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-12-2018 03:00,13,26,7
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-12-2018 03:00,59,92,14
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-12-2018 03:00,18,26,10
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-12-2018 03:00,105,429,24
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-12-2018 03:00,15,22,9
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-12-2018 03:00,15,24,14
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-12-2018 03:00,17,32,8
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-12-2018 03:00,50,75,41
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",21-12-2018 03:00,45,64,24
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",21-12-2018 03:00,13,16,11
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",21-12-2018 03:00,7,10,4
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",21-12-2018 03:00,36,55,18
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",21-12-2018 03:00,44,66,18
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,77,132,41
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,87,148,54
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,27,48,11
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,2,3,2
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,5,9,2
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,24,47,17
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",21-12-2018 03:00,16,23,6
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,80,128,46
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,106,151,76
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,81,139,39
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,4,5,3
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,5,13,1
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,30,97,21
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-12-2018 03:00,60,104,2
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,100,187,42
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,104,157,52
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,34,67,12
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,3,5,2
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,15,43,7
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,21,72,9
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",21-12-2018 03:00,29,50,2
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,114,182,43
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,111,152,63
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,91,111,61
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,1,1,1
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,42,94,19
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,30,73,11
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-12-2018 03:00,24,45,4
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",21-12-2018 03:00,125,181,75
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",21-12-2018 03:00,59,117,24
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",21-12-2018 03:00,12,21,6
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",21-12-2018 03:00,31,97,10
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",21-12-2018 03:00,39,72,3
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,NA,NA,NA
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,NA,NA,NA
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,NA,NA,NA
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,NA,NA,NA
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,NA,NA,NA
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,37,100,28
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-12-2018 03:00,70,109,12
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",21-12-2018 03:00,372,476,224
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",21-12-2018 03:00,90,149,34
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",21-12-2018 03:00,17,32,1
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",21-12-2018 03:00,47,128,34
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",21-12-2018 03:00,1,2,1
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,360,463,313
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,231,398,162
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,63,84,31
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,22,31,17
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,31,58,14
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,45,56,8
India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",21-12-2018 03:00,221,221,4
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,420,500,278
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,371,469,166
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,129,163,66
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,18,28,11
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,33,59,16
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,83,114,39
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",21-12-2018 03:00,190,192,5
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,406,472,321
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,325,456,195
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,144,175,108
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,18,20,14
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,40,84,13
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,97,136,47
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad, UP - UPPCB",21-12-2018 03:00,41,100,6
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,411,471,230
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,373,469,186
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,160,255,75
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,16,23,9
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,13,37,1
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,65,131,22
India,Uttar_Pradesh,Greater_Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-12-2018 03:00,47,119,2
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",21-12-2018 03:00,370,500,277
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",21-12-2018 03:00,127,205,62
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",21-12-2018 03:00,35,112,10
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",21-12-2018 03:00,79,155,10
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",21-12-2018 03:00,76,121,3
India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",21-12-2018 03:00,307,363,230
India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",21-12-2018 03:00,45,80,32
India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",21-12-2018 03:00,6,7,5
India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",21-12-2018 03:00,25,100,4
India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",21-12-2018 03:00,18,26,5
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",21-12-2018 03:00,377,471,335
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",21-12-2018 03:00,86,157,41
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",21-12-2018 03:00,15,25,7
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",21-12-2018 03:00,62,113,32
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",21-12-2018 03:00,89,132,23
India,Uttar_Pradesh,Lucknow,"Nishant Ganj, Lucknow - UPPCB",21-12-2018 03:00,329,479,195
India,Uttar_Pradesh,Lucknow,"Nishant Ganj, Lucknow - UPPCB",21-12-2018 03:00,47,86,24
India,Uttar_Pradesh,Lucknow,"Nishant Ganj, Lucknow - UPPCB",21-12-2018 03:00,11,16,8
India,Uttar_Pradesh,Lucknow,"Nishant Ganj, Lucknow - UPPCB",21-12-2018 03:00,17,127,8
India,Uttar_Pradesh,Lucknow,"Nishant Ganj, Lucknow - UPPCB",21-12-2018 03:00,37,59,10
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",21-12-2018 03:00,323,391,250
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",21-12-2018 03:00,65,126,25
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",21-12-2018 03:00,11,18,8
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",21-12-2018 03:00,10,14,5
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",21-12-2018 03:00,50,85,10
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,374,500,55
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,314,497,114
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,115,211,45
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,12,17,7
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,22,36,7
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,70,125,19
India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",21-12-2018 03:00,65,151,3
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,360,430,282
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,241,388,160
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,64,112,40
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,18,28,12
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,14,42,1
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,61,96,29
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-12-2018 03:00,77,116,32
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,433,500,329
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,401,500,237
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,146,228,34
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,15,19,9
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,19,48,3
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,99,171,43
India,Uttar_Pradesh,Noida,"Sector - 125, Noida, UP - UPPCB",21-12-2018 03:00,19,64,3
India,Uttar_Pradesh,Noida,"Sector - 62, Noida, UP - IMD",21-12-2018 03:00,354,443,239
India,Uttar_Pradesh,Noida,"Sector - 62, Noida, UP - IMD",21-12-2018 03:00,341,485,178
India,Uttar_Pradesh,Noida,"Sector - 62, Noida, UP - IMD",21-12-2018 03:00,17,19,15
India,Uttar_Pradesh,Noida,"Sector - 62, Noida, UP - IMD",21-12-2018 03:00,59,108,41
India,Uttar_Pradesh,Noida,"Sector - 62, Noida, UP - IMD",21-12-2018 03:00,36,58,23
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-12-2018 03:00,379,474,282
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-12-2018 03:00,305,434,179
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-12-2018 03:00,164,270,98
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-12-2018 03:00,34,57,7
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-12-2018 03:00,34,112,14
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-12-2018 03:00,28,197,4
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,287,350,140
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,180,364,131
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,69,107,38
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,4,7,1
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,9,51,1
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,55,107,11
India,West_Bengal,Asanol,"Asansol Court Area, Asansol - WBPCB",21-12-2018 03:00,34,66,1
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",21-12-2018 03:00,167,249,92
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",21-12-2018 03:00,12,20,8
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",21-12-2018 03:00,79,105,33
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",21-12-2018 03:00,138,190,93
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",21-12-2018 03:00,42,81,26
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",21-12-2018 03:00,15,20,9
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",21-12-2018 03:00,27,34,14
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",21-12-2018 03:00,20,33,4
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,297,411,119
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,277,465,137
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,104,180,63
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,7,12,5
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,60,132,16
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,53,148,18
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-12-2018 03:00,29,58,2
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,329,420,217
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,217,377,129
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,1,5,1
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,6,6,5
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,9,22,2
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,34,121,21
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-12-2018 03:00,163,163,1
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,383,500,301
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,302,500,176
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,94,158,47
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,3,5,1
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,16,34,6
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,12,28,12
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-12-2018 03:00,154,154,1
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,280,377,165
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,183,313,125
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,57,121,4
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,26,56,6
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,13,30,3
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,48,134,27
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-12-2018 03:00,61,114,4
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,136,297,44
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,129,178,45
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,49,83,14
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,8,13,2
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,5,8,2
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,33,67,14
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-12-2018 03:00,33,65,7
